ROW_ID,ITEMID,LABEL,ABBREVIATION,DBSOURCE,LINKSTO,CATEGORY,UNITNAME,PARAM_TYPE,CONCEPTID,LABEL_CAT,CATEGORY_CAT
15074105,343069,sdv-pii-7wqh7,sdv-pii-rw8xl,metavision,procedureevents_mv,Access Lines - Invasive,,Process,,10462,3
1691060,9122,sdv-pii-hkvm7,,carevue,datetimeevents,,,,,4498,-1
14852420,8897,sdv-pii-8ucah,,metavision,chartevents,Labs,,Numeric with tag,,8345,49
16189974,3657,sdv-pii-m2asz,,metavision,chartevents,Alarms,,Checkbox,,4296,16
5551176,7111,sdv-pii-17y4s,,carevue,inputevents_cv,Free Form Intake,,,,2768,39
13261793,144,sdv-pii-cjsfr,sdv-pii-7ira7,metavision,chartevents,Impella,,Checkbox,,2716,48
7638096,3716,sdv-pii-96of3,,metavision,chartevents,Access Lines - Peripheral,,Text,,7428,66
1095777,807,sdv-pii-94ip1,,metavision,chartevents,Mixed VBGs,,Text,,1870,32
16289580,144,sdv-pii-v0uqv,,metavision,chartevents,Respiratory,mL/min/m2,Numeric,,3318,85
10235399,948,sdv-pii-upend,sdv-pii-h1hz0,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,1744,59
4064162,1,sdv-pii-uml12,sdv-pii-yjnis,metavision,chartevents,Skin - Impairment,,Text,,4160,80
3009321,37,sdv-pii-xgs01,,metavision,chartevents,ABG'S,mmHg,Numeric,,4923,24
12417035,9427,sdv-pii-x0b9e,sdv-pii-87qsu,metavision,chartevents,Skin - Incisions,,Text,,914,84
8206061,443,sdv-pii-x11w8,,carevue,chartevents,,,,,6336,-1
15674942,99,sdv-pii-1b7k9,,metavision,chartevents,Treatments,lbs,Numeric,,3588,69
515896,39,sdv-pii-v117t,,metavision,chartevents,Pain/Sedation,,Text,,9081,69
6287481,9,sdv-pii-xiupv,,metavision,inputevents_mv,Fluids/Intake,mL,Solution,,1310,39
3960522,6,sdv-pii-20y2v,,carevue,chartevents,,,,,7757,-1
8302247,6933,sdv-pii-6w2sx,sdv-pii-jtvyn,metavision,chartevents,Cardiovascular (Pulses),,Text,,4017,30
826051,232,sdv-pii-dcssd,sdv-pii-m2azs,carevue,chartevents,Thoracentesis,,,,9203,-1
10099072,5877,sdv-pii-k7tg9,sdv-pii-mc9w6,carevue,chartevents,Free Form Intake,,,,7304,39
15585383,258,sdv-pii-fnb4l,,metavision,inputevents_mv,Antibiotics,dose,Solution,,2850,19
5161329,16,sdv-pii-nnm7x,,carevue,chartevents,,,,,8944,-1
7284074,808,sdv-pii-5souz,,metavision,inputevents_mv,Intubation,Degree,Solution,,9791,50
3085210,58,sdv-pii-1in37,,metavision,procedureevents_mv,3-Significant Events,,Process,,10458,6
8104383,5299,sdv-pii-vk1b0,sdv-pii-vz4px,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,486,39
11918741,8276,sdv-pii-hmiyq,,carevue,chartevents,Free Form Intake,,,,3518,38
11285443,6774,sdv-pii-f5zqk,,metavision,chartevents,Alarms,,Text,,8403,11
6506586,848,sdv-pii-6udvd,,metavision,chartevents,Scores - APACHE IV,,Text,,5659,61
10220434,938,sdv-pii-wcgwy,sdv-pii-r7ngl,metavision,chartevents,Pain/Sedation,mmHg,Numeric,,6965,61
10443129,845,sdv-pii-kqvcx,sdv-pii-jglw9,metavision,datetimeevents,Access Lines - Invasive,,Date time,,10060,17
5458534,539,sdv-pii-6090e,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,2566,15
13917665,9776,sdv-pii-ejnkb,,metavision,chartevents,Dialysis,ml/kg,Numeric,,4381,81
11484470,785,sdv-pii-app6m,sdv-pii-e14rd,metavision,chartevents,Arterial Line Insertion,,Text,,9290,64
13993571,88,sdv-pii-lxw80,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,3751,37
2044915,1628,sdv-pii-vridq,,metavision,chartevents,Nutrition - Parenteral,,Text,,2664,30
13064553,92508,sdv-pii-dpxsb,sdv-pii-250ko,metavision,procedureevents_mv,5-Imaging,,Process,,10170,4
13047555,4985,sdv-pii-hzq4y,sdv-pii-eauyo,metavision,chartevents,Routine Vital Signs,,Numeric,,1263,77
8624280,8,sdv-pii-vj5lb,,metavision,chartevents,Family Mtg Note,,Text,,1684,31
11178249,479,sdv-pii-w4naj,sdv-pii-44quq,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,4128,37
4578111,85857,sdv-pii-lro0p,,carevue,chartevents,,,,,8755,-1
11840718,33801,sdv-pii-ixfen,,carevue,inputevents_cv,Free Form Intake,,,,2206,39
8781043,8485,sdv-pii-lfbzp,sdv-pii-yzs7u,metavision,chartevents,Cardiovascular,,Text,,6635,81
15950805,66,sdv-pii-fby68,sdv-pii-hmo4t,carevue,inputevents_cv,Free Form Intake,,,,4339,40
2763376,6039,sdv-pii-zy8oo,sdv-pii-lr9n6,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,2983,62
8718002,99,sdv-pii-36l16,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,3658,11
3661589,3607,sdv-pii-i3wn1,,carevue,outputevents,Free Form Intake,,,,1822,-1
2951201,8998,sdv-pii-l435i,sdv-pii-k3hwg,metavision,chartevents,Hemodynamics,mmHg,Numeric,,3567,46
12577256,6178,sdv-pii-f54y4,,carevue,inputevents_cv,Free Form Intake,,,,4690,39
10614262,297,sdv-pii-z155n,,carevue,chartevents,,,,,4169,-1
13817660,91,sdv-pii-tx3q7,,carevue,chartevents,,,,,3016,-1
1992807,6794,sdv-pii-cbvhk,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,3280,16
6885245,354,sdv-pii-kqgos,sdv-pii-zwhfp,metavision,chartevents,Lumbar Puncture,,Numeric,,8553,63
2417523,5015,sdv-pii-4noz5,sdv-pii-cd3ju,metavision,chartevents,Skin - Impairment,cm,Numeric,,11273,26
15727447,2103,sdv-pii-12ve6,sdv-pii-98yay,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,3100,38
14534276,238,sdv-pii-36laz,,carevue,chartevents,Pain/Sedation,,,,3232,-1
10982368,8499,sdv-pii-6c1c9,,carevue,chartevents,,,,,4858,-1
6576614,714,sdv-pii-u9dhe,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,528,58
4722276,5988,sdv-pii-x4dy3,sdv-pii-uob8b,metavision,chartevents,Dialysis,psi,Numeric,,7276,32
10826191,29,sdv-pii-q58iq,,metavision,chartevents,Cardiovascular (Pacer Data),dynes*sec/cm5,Numeric,,1482,45
8389170,655,sdv-pii-9s8z8,,metavision,chartevents,ABG's,,Text,,203,76
6621017,648,sdv-pii-4138z,,carevue,outputevents,,,,,2281,-1
15372972,5,sdv-pii-5239k,sdv-pii-hsb69,metavision,chartevents,Cardiovascular (Pacer Data),mL SC,Numeric,,5081,31
4973335,137,sdv-pii-qcx6b,sdv-pii-a1ce1,metavision,chartevents,Labs,,Numeric with tag,,9746,50
6398617,586,sdv-pii-unbvs,sdv-pii-igwv1,carevue,chartevents,,,,,10777,-1
722128,422,sdv-pii-hxw9v,,metavision,outputevents,Scores - APACHE II,mL,Numeric,,2346,67
4668403,92,sdv-pii-7yuz8,,carevue,chartevents,Drug level,,,,1602,-1
13237613,57,sdv-pii-4wnn9,sdv-pii-pqjme,carevue,inputevents_cv,Free Form Intake,,,,2958,39
5976752,4211,sdv-pii-1tnsx,sdv-pii-8cz4o,carevue,inputevents_cv,Free Form Intake,,,,4016,39
3177672,967,sdv-pii-r7rsh,,hospital,microbiologyevents,ORGANISM,,,,2787,63
4286952,19088,sdv-pii-kn54t,sdv-pii-hrnz9,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,9242,60
3668781,7222,sdv-pii-5maur,sdv-pii-ty1yp,metavision,chartevents,Respiratory,ml/min,Numeric,,7633,70
9274744,847,sdv-pii-yqibx,sdv-pii-vysfr,metavision,chartevents,Labs,,Numeric with tag,,5222,49
4953938,488607,sdv-pii-45h7j,sdv-pii-u9f46,metavision,chartevents,ABG'S,,Numeric,,8362,75
7365252,863,sdv-pii-vyg1s,,hospital,microbiologyevents,SPECIMEN,,,,3646,72
3227503,11385,sdv-pii-1y804,,carevue,inputevents_cv,Free Form Intake,,,,8455,39
1754143,9796,sdv-pii-9zave,sdv-pii-y721k,hospital,microbiologyevents,ORGANISM,,,,3863,63
15664745,8404,sdv-pii-50qt3,sdv-pii-2wkao,metavision,chartevents,Labs,,Numeric with tag,,4615,50
9999123,9,sdv-pii-9wi38,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,3865,62
252367,12,sdv-pii-mv2lt,,metavision,procedureevents_mv,Drug Level,,Process,,9595,9
3498625,9713,sdv-pii-r7s6a,,carevue,chartevents,,,,,3272,-1
7649541,6198,sdv-pii-yqu3i,,carevue,chartevents,,,,,9189,-1
6460856,65152,sdv-pii-egfaz,sdv-pii-vgfd5,carevue,inputevents_cv,Free Form Intake,,,,5492,40
8778217,814,sdv-pii-bnjn9,,carevue,chartevents,Coags,,Numeric,,447,27
1272235,588,sdv-pii-bllqr,,metavision,chartevents,Labs,,Text,,6863,80
8494101,856,sdv-pii-9t9ru,,carevue,inputevents_cv,Free Form Intake,,,,3962,39
10387590,15,sdv-pii-d4kpp,,metavision,chartevents,Neurological,,Text,,5111,64
5038594,9183,sdv-pii-rfhbo,sdv-pii-cftzt,metavision,procedureevents_mv,4-Procedures,,Process,,1395,6
6295134,5463,sdv-pii-fmhjg,sdv-pii-1uek5,hospital,microbiologyevents,ORGANISM,,,,5870,61
11795697,754,sdv-pii-4v6pk,,carevue,outputevents,,,,,3339,-1
5111562,897,sdv-pii-ba70h,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,3030,15
16113613,877,sdv-pii-wwkqd,,metavision,inputevents_mv,Antibiotics,dose,Solution,,1446,48
15473316,673882,sdv-pii-u57mp,sdv-pii-gvcw3,metavision,chartevents,Access Lines - Invasive,,Numeric,,3196,14
15708518,289,sdv-pii-mka2s,,metavision,chartevents,Cardiovascular (Pulses),ppm,Text,,7909,63
4029280,876,sdv-pii-q9avf,,metavision,chartevents,Skin - Impairment,cm,Numeric,,1621,83
15071730,195,sdv-pii-pono3,sdv-pii-9ygab,metavision,chartevents,PA Line Insertion,,Text,,3038,68
5859234,487,sdv-pii-bhntc,,carevue,chartevents,,,,,3968,82
292856,557,sdv-pii-a9mb2,,metavision,inputevents_mv,Medications,mg,Solution,,3659,55
6511310,283,sdv-pii-javn3,,metavision,chartevents,Alarms,,Checkbox,,7384,12
3463420,115,sdv-pii-5j8ke,sdv-pii-wnsxr,carevue,chartevents,,,,,9326,-1
14246820,62,sdv-pii-du7fz,sdv-pii-5hjxk,carevue,datetimeevents,Free Form Intake,,,,8952,-1
8638292,687,sdv-pii-go0f0,,metavision,chartevents,ZIntake,mL,Numeric,,8735,68
7579922,452,sdv-pii-0e3cf,,metavision,inputevents_mv,Medications,mg,Solution,,2360,53
9828794,765,sdv-pii-m293k,,metavision,chartevents,Drug Level,,Numeric,,3006,35
12082733,32,sdv-pii-s2k34,,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,2312,38
2282255,8581,sdv-pii-k4lze,sdv-pii-1xve3,carevue,chartevents,,,,,9987,-1
4562995,7336,sdv-pii-f9v1g,,metavision,chartevents,Access Lines - Invasive,,Checkbox,,2946,14
8069037,3998,sdv-pii-jcot6,,carevue,inputevents_cv,,,,,5600,-1
8758524,228,sdv-pii-q1p33,sdv-pii-y1fwh,metavision,chartevents,ZIntake,,,,2001,38
1790573,98,sdv-pii-ep5n1,,metavision,chartevents,Pain/Sedation,kg,Numeric,,6907,48
15963157,9,sdv-pii-0jvkr,,carevue,inputevents_cv,Free Form Intake,,,,1957,39
14850563,2,sdv-pii-vtka7,,metavision,chartevents,Respiratory,cm,Numeric,,3822,82
7409951,9113,sdv-pii-ui92y,sdv-pii-4g8iu,metavision,chartevents,Skin - Impairment,L/min,Numeric,,481,81
15530405,8,sdv-pii-8nbiy,,metavision,chartevents,Routine Vital Signs,L/min,Numeric,,-1,81
5427175,74,sdv-pii-6wtdv,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,10298,64
8304352,1234,sdv-pii-vw26n,,metavision,chartevents,Nutrition - Parenteral,,Text,,4310,64
5807091,65103,sdv-pii-gm2j5,,metavision,chartevents,Respiratory,,Text,,5504,80
6873638,413,sdv-pii-p2afa,,metavision,datetimeevents,Access Lines - Peripheral,,Date time,,3539,18
7035261,132,sdv-pii-xjw4y,,metavision,chartevents,Medications,mL/m2,Numeric,,2998,47
8657970,484,sdv-pii-jtssr,,carevue,datetimeevents,,,,,9178,-1
15941753,5741,sdv-pii-u4xyh,sdv-pii-9nanv,metavision,inputevents_mv,Medications,mg,Solution,,4231,54
13657613,9106,sdv-pii-24wka,,carevue,outputevents,,,,,8010,-1
1797767,871,sdv-pii-6cjqw,,metavision,chartevents,Cardiovascular,,Text,,8608,27
5636965,3234,sdv-pii-y9rfz,,carevue,inputevents_cv,Free Form Intake,,,,6893,40
465471,509,sdv-pii-y2c0h,sdv-pii-inzt1,metavision,chartevents,Restraint/Support Systems,,Text,,1024,33
12474,199,sdv-pii-qrnlr,,metavision,chartevents,Scores - APACHE IV,,Text,,4551,79
921170,87,sdv-pii-ove1p,,hospital,datetimeevents,Access Lines - Invasive,,Date time,,2427,17
16089455,37,sdv-pii-fcdp7,,carevue,inputevents_cv,Free Form Intake,,,,8128,10
7912438,915,sdv-pii-977z6,,metavision,chartevents,Labs,,Numeric with tag,,2673,51
14245065,90885,sdv-pii-e68ku,sdv-pii-sggic,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,757,38
4459067,608,sdv-pii-bnvf9,sdv-pii-xqsom,metavision,datetimeevents,Access Lines - Invasive,,Date time,,4287,16
6090240,821,sdv-pii-rbi5b,,metavision,chartevents,Labs,,Numeric with tag,,2369,48
5958275,58,sdv-pii-yu8pn,,hospital,microbiologyevents,ORGANISM,,,,7225,61
8691684,318,sdv-pii-mis57,sdv-pii-1qeky,metavision,chartevents,Routine Vital Signs,lbs,Numeric,,5841,81
2207304,641926,sdv-pii-rpeve,,metavision,chartevents,Scores - APACHE II,dynes*sec/cm5,Numeric,,10260,29
12549097,2,sdv-pii-6o339,,metavision,procedureevents_mv,5-Imaging,,Process,,1830,7
12258379,634,sdv-pii-kd8pk,,metavision,inputevents_mv,Fluids - Other (Not In Use),mg,Solution,,2650,22
238813,71336,sdv-pii-dmuso,,metavision,procedureevents_mv,5-Imaging,,Process,,4909,8
2097448,28,sdv-pii-55al2,,metavision,chartevents,Intubation,,Numeric,,1882,49
4284000,358,sdv-pii-dcz0l,,carevue,inputevents_cv,Free Form Intake,,,,3189,40
293736,1517,sdv-pii-0g6ez,,metavision,chartevents,PiCCO,cm,Numeric,,2395,78
5747968,1814,sdv-pii-arhuw,sdv-pii-3hkyl,metavision,chartevents,6-Cultures,,Text,,11043,6
6951235,7,sdv-pii-jutn3,,metavision,procedureevents_mv,4-Procedures,,Process,,1392,6
14365456,23,sdv-pii-0sb4v,sdv-pii-npdq9,carevue,inputevents_cv,,,,,1801,-1
13966900,4,sdv-pii-iw397,sdv-pii-2iwir,hospital,microbiologyevents,ORGANISM,,,,4346,58
1050982,177,sdv-pii-r0fxe,sdv-pii-ynjnv,metavision,chartevents,Respiratory,?C,Numeric,,6599,64
16539453,9783,sdv-pii-lwgpl,,carevue,outputevents,,,,,1573,-1
109275,90912,sdv-pii-8tgyo,,metavision,procedureevents_mv,4-Procedures,,Process,,8965,3
13208667,41,sdv-pii-yqrd6,,carevue,outputevents,,,,,7793,-1
5425047,7179,sdv-pii-lgxmo,,metavision,chartevents,Labs,,Numeric with tag,,3212,46
11645733,2769,sdv-pii-it0zg,,metavision,chartevents,Labs,,Numeric,,2955,48
5309331,924,sdv-pii-e2v49,,metavision,chartevents,Restraint/Support Systems,,Text,,5690,79
14124567,81,sdv-pii-rlpwq,,metavision,chartevents,Tandem Heart,,Text,,6049,82
16706409,51,sdv-pii-8buk0,,metavision,inputevents_mv,Antibiotics,dose,Solution,,1754,18
15095307,199,sdv-pii-du4k7,,carevue,chartevents,,,,,3210,-1
119962,9639,sdv-pii-9f99g,,carevue,chartevents,Cardiovascular (Pacer Data),,,,11001,22
7733931,755,sdv-pii-oa2bx,sdv-pii-f4oou,metavision,chartevents,ABG's,,Text,,1784,24
8998808,551,sdv-pii-m12dn,sdv-pii-j43w4,carevue,chartevents,,,,,3203,-1
9957087,43,sdv-pii-c7re9,,hospital,microbiologyevents,ORGANISM,,,,1973,65
8841259,8789,sdv-pii-ppwy0,sdv-pii-a8xyf,metavision,inputevents_mv,Medications,mg,Solution,,2744,49
6760589,37,sdv-pii-i4wav,,metavision,datetimeevents,Access Lines - Peripheral,,Date time,,2367,16
921593,2633,sdv-pii-ojmh7,,hospital,microbiologyevents,SPECIMEN,,,,2958,80
5783187,51592,sdv-pii-39fnl,sdv-pii-6q6qa,carevue,chartevents,Case Management,,,,2666,-1
14529724,921,sdv-pii-rvb82,,metavision,chartevents,Toxicology,,Text,,1980,34
7584396,77,sdv-pii-o14fx,,hospital,microbiologyevents,ORGANISM,,,,3102,59
12578810,24,sdv-pii-3pwwa,,metavision,chartevents,Access Lines - Invasive,,Checkbox,,5258,16
7133975,4434,sdv-pii-nmnfb,,hospital,microbiologyevents,ORGANISM,,,,7213,61
8293870,29035,sdv-pii-djmc9,,hospital,microbiologyevents,ANTIBACTERIUM,,,,2775,63
15723491,2939,sdv-pii-wk7l8,,carevue,inputevents_cv,Free Form Intake,,,,8812,39
12727240,6674,sdv-pii-0nyn1,,carevue,inputevents_cv,ANTIBACTERIUM,,,,11845,-1
11563541,449,sdv-pii-q5mbv,,carevue,inputevents_cv,,,,,10806,-1
7401336,1337,sdv-pii-ppohr,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,2259,11
16518618,122,sdv-pii-0yl3o,,metavision,inputevents_mv,Medications,,Numeric,,3734,65
7286032,2438,sdv-pii-2u675,,metavision,datetimeevents,Access Lines - Peripheral,,Date time,,7321,64
9541902,888,sdv-pii-lgux3,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,8615,37
6311151,75,sdv-pii-9ayct,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,8203,61
2311182,87348,sdv-pii-q0jw6,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,4846,58
7871855,327,sdv-pii-j5a3d,sdv-pii-vap9q,metavision,chartevents,Skin - Impairment,cm,Text,,7155,85
8311650,673,sdv-pii-p850u,,hospital,datetimeevents,Access Lines - Invasive,,Date time,,1997,9
2881553,31644,sdv-pii-3tra0,,metavision,chartevents,Labs,,Numeric with tag,,409,50
14059775,8307,sdv-pii-2dtwl,,metavision,chartevents,Skin - Impairment,,Text,,5891,77
2418703,798,sdv-pii-8wxpa,,metavision,datetimeevents,Access Lines - Peripheral,,Date time,,8638,11
13643450,909,sdv-pii-g0k4a,,metavision,chartevents,Skin - Impairment,cm,Numeric,,8274,80
9519353,66,sdv-pii-2iemu,,metavision,chartevents,Labs,,Numeric with tag,,2746,50
7438865,4685,sdv-pii-0i48d,,metavision,inputevents_mv,Medications,mmol,Solution,,5182,50
5433875,627,sdv-pii-7n0pf,,metavision,chartevents,NICOM,%,Numeric,,3580,63
107918,14,sdv-pii-xdf8w,,metavision,chartevents,Skin - Impairment,,Text,,7612,81
3183572,555,sdv-pii-kex56,,carevue,inputevents_cv,Free Form Intake,,,,590,39
4324038,2427,sdv-pii-0m1b6,,metavision,chartevents,Skin - Impairment,,Text,,6235,77
1848386,792,sdv-pii-myx11,,carevue,chartevents,,,,,11354,-1
11169141,36,sdv-pii-1wzg3,,metavision,chartevents,GI/GU,,Text,,3308,63
6722295,107,sdv-pii-setuv,,carevue,outputevents,,,,,4289,-1
3741439,5091,sdv-pii-avt2j,sdv-pii-tssvg,metavision,chartevents,Enzymes,mL,Numeric,,1795,29
3038389,9,sdv-pii-00m6b,,metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,,6614,61
13400480,33568,sdv-pii-euwdm,,metavision,chartevents,Respiratory,?C,Numeric,,3083,75
15826875,8543,sdv-pii-gulw9,,metavision,inputevents_mv,Antibiotics,dose,Solution,,2520,11
12825124,65,sdv-pii-qbhgb,,metavision,chartevents,Scores - APACHE II,cm,Numeric,,6726,76
5823780,43,sdv-pii-0h5p4,,metavision,chartevents,Alarms,,Checkbox,,8320,16
7263641,463041,sdv-pii-uo06h,,carevue,inputevents_cv,Free Form Intake,,,,4596,39
9821738,463,sdv-pii-5xdcq,sdv-pii-sapir,metavision,chartevents,PA Line Insertion,,Text,,4589,69
14435894,95491,sdv-pii-upxch,,metavision,chartevents,PiCCO,cmH2O/L/seconds,Numeric,,7644,66
7555086,4717,sdv-pii-2fd8y,,carevue,chartevents,,,,,4656,-1
14390734,649,sdv-pii-pp7io,,carevue,inputevents_cv,Free Form Intake,,,,7381,39
12740397,502,sdv-pii-os79a,sdv-pii-a8bk6,carevue,chartevents,,,,,9860,-1
191488,409,sdv-pii-bnk5q,,metavision,chartevents,Skin - Impairment,Degree,Numeric,,2057,30
6617761,35,sdv-pii-qnd4h,,metavision,inputevents_mv,Medications,mmol,Solution,,2514,50
3262617,23,sdv-pii-1xn67,,carevue,inputevents_cv,Free Form Intake,,,,2004,39
11779640,3898,sdv-pii-61dq3,,carevue,chartevents,,,,,8566,-1
14863818,1272,sdv-pii-sza34,,hospital,microbiologyevents,ORGANISM,,,,2742,64
14579172,4436,sdv-pii-dpe77,,metavision,chartevents,Skin - Impairment,,Text,,1938,81
2747686,1501,sdv-pii-edpin,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,3092,13
6239723,801,sdv-pii-r4od5,sdv-pii-aymmh,hospital,microbiologyevents,SPECIMEN,,,,2240,80
5138308,658,sdv-pii-t7pxp,sdv-pii-fda2t,carevue,inputevents_cv,Free Form Intake,,,,4851,39
7057217,8559,sdv-pii-34lx2,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,5079,37
5100724,33,sdv-pii-fn0oo,sdv-pii-q9d58,metavision,inputevents_mv,Medications,mg,Solution,,2388,51
2595457,345,sdv-pii-sfl58,sdv-pii-x6t30,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,5169,65
4144569,83,sdv-pii-o95rf,sdv-pii-axg2a,carevue,datetimeevents,,,,,9161,-1
7414809,47927,sdv-pii-f8wcx,sdv-pii-y66or,carevue,inputevents_cv,Free Form Intake,,,,7637,39
827247,6414,sdv-pii-k5fi3,,metavision,chartevents,Thoracentesis,,Text,,6897,14
10035225,658,sdv-pii-hpbc5,,metavision,chartevents,Labs,,Numeric with tag,,1568,52
3476732,5351,sdv-pii-e9fwg,,metavision,procedureevents_mv,5-Imaging,,Process,,1690,3
7162513,7227,sdv-pii-mgblv,,carevue,chartevents,,,,,5346,-1
15747649,8847,sdv-pii-u058y,,metavision,chartevents,GI/GU,,Text,,9081,50
15017027,8688,sdv-pii-3n1zq,,metavision,chartevents,Dialysis,,Text,,528,30
3628663,458,sdv-pii-m8vs8,sdv-pii-lazq8,metavision,inputevents_mv,Nutrition - Supplements,mL,Solution,,5170,28
8846244,28593,sdv-pii-mqqa8,,metavision,chartevents,NICOM,%,Numeric,,3012,67
10592797,972,sdv-pii-vkqak,,metavision,chartevents,General,,Text,,1430,57
9578459,3838,sdv-pii-jy0rm,,hospital,microbiologyevents,ORGANISM,,,,2920,59
8649562,817,sdv-pii-v2qie,,carevue,chartevents,,,,,6845,-1
1033192,63973,sdv-pii-zrsf2,,metavision,chartevents,Respiratory,cmH2O,Numeric,,1249,69
1175658,13,sdv-pii-sym1t,sdv-pii-skcs8,carevue,chartevents,Case Management,,,,8649,33
15626728,8,sdv-pii-zxdnm,,metavision,procedureevents_mv,6-Cultures,,Process,,8930,4
3834365,992,sdv-pii-rp1ne,,metavision,datetimeevents,Access Lines - Invasive,,Date time,,1258,16
12197848,5,sdv-pii-uv3k3,,carevue,datetimeevents,,,,,5147,38
12390215,593,sdv-pii-el36p,,metavision,outputevents,Drains,mL/m2,Solution,,7481,64
6837531,3297,sdv-pii-v4lfg,,carevue,inputevents_cv,Free Form Intake,,,,11547,39
3635409,4,sdv-pii-p0mmk,,metavision,inputevents_mv,Medications,mg,Solution,,3199,53
2156391,9265,sdv-pii-uyp1d,sdv-pii-2vftc,carevue,inputevents_cv,Free Form Intake,,,,10959,39
9105500,8478,sdv-pii-rhe8m,,metavision,chartevents,Routine Vital Signs,?C,Numeric,,2493,72
14792125,6744,sdv-pii-3cn31,,metavision,chartevents,Drug Level,,Numeric,,9943,30
14106221,48141,sdv-pii-14awi,,metavision,chartevents,Skin - Impairment,,Text,,4603,82
12391467,94654,sdv-pii-4ztb0,,metavision,chartevents,Chemistry,,Text,,817,39
4220764,94,sdv-pii-10cdk,,metavision,chartevents,6-Cultures,,Checkbox,,6783,74
1520470,188,sdv-pii-bwax4,,metavision,chartevents,Respiratory,dynes*sec/cm5,Numeric,,3257,45
10000942,1557,sdv-pii-mdmlm,,metavision,inputevents_mv,Fluids - Other (Not In Use),mL,Solution,,3730,38
16242106,6351,sdv-pii-d4afe,,carevue,outputevents,,,,,9738,-1
2312171,9,sdv-pii-zifni,,hospital,microbiologyevents,ORGANISM,,,,3393,60
597582,77,sdv-pii-0pwmn,sdv-pii-a9h1g,metavision,chartevents,Lumbar Puncture,,Text,,432,50
1913822,4932,sdv-pii-7htvk,,metavision,chartevents,Pain/Sedation,mmHg,Numeric,,372,49
14973096,3,sdv-pii-3d9u7,,metavision,chartevents,Hemodynamics,mmHg,Numeric,,7707,77
7042781,54,sdv-pii-cq6kd,,carevue,outputevents,,,,,3842,0
504367,84,sdv-pii-jkzg2,,carevue,inputevents_cv,Free Form Intake,,,,2831,39
8714462,48195,sdv-pii-trgmm,,hospital,microbiologyevents,ORGANISM,,,,7956,62
8214011,775,sdv-pii-vsjdo,,metavision,chartevents,Dialysis,ml/hr,Numeric,,544,75
4681086,86,sdv-pii-ypbye,,metavision,procedureevents_mv,3-Significant Events,,Process,,5341,7
15004798,429,sdv-pii-oqkq7,,metavision,chartevents,Pastoral Care Note,,Text,,3274,71
5527982,737,sdv-pii-px0ns,,metavision,inputevents_mv,Medications,mg,Solution,,5972,50
15977490,6,sdv-pii-49krr,sdv-pii-tfelg,metavision,inputevents_mv,Medications,mL,Solution,,9268,44
6970742,6731,sdv-pii-1ni7r,,metavision,chartevents,PiCCO,mA,Numeric,,8112,26
3104796,112,sdv-pii-vdz9i,,metavision,chartevents,Skin - Incisions,,Text,,2037,82
8688236,7856,sdv-pii-sc3ws,,metavision,procedureevents_mv,Drains,,Numeric,,2340,32
5926205,371,sdv-pii-powgc,,metavision,procedureevents_mv,Access Lines - Invasive,,Process,,4457,7
6869259,334,sdv-pii-5snqs,,metavision,inputevents_mv,Medications,mL,Solution,,374,26
11279901,564,sdv-pii-t1wmp,,metavision,chartevents,Respiratory,,Checkbox,,6630,69
16117194,2,sdv-pii-xievh,,metavision,chartevents,Skin - Impairment,,Text,,9239,88
11960809,391,sdv-pii-lxt29,sdv-pii-8itif,metavision,datetimeevents,Access Lines - Invasive,,Date time,,4367,15
4802047,6581,sdv-pii-k2ejj,,metavision,chartevents,Skin - Impairment,,Text,,7929,81
7014032,4,sdv-pii-627fq,,hospital,microbiologyevents,ORGANISM,,,,4797,61
10480915,7136,sdv-pii-keo3f,,metavision,chartevents,Scores - APACHE IV (2),sec,Numeric,,7818,73
7056142,79027,sdv-pii-kgdnw,sdv-pii-fjtsh,metavision,chartevents,Alarms,,Checkbox,,4351,11
