ROW_ID,CATEGORY,SECTIONRANGE,SECTIONHEADER,SUBSECTIONRANGE,SUBSECTIONHEADER,CODESUFFIX,MINCODEINSUBSECTION,MAXCODEINSUBSECTION,SECTIONHEADER_CAT,SUBSECTIONHEADER_CAT
8769554,2,0001F-7025F,Performance measurement,6005F-6045F,Patient safety,F,7010,7025,4,16
2001768,3,0001F-7025F,Performance measurement,0016T-0207T,Patient management,T,2009,754,3,112
8108188,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,T,7010,953,4,16
7787821,2,0256T-0259T,Performance measurement,3006F-3573F,Temporary codes,F,7010,15,5,16
11701676,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,T,7010,7025,3,16
14797921,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,4517,15,3,32
3006439,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,7010,15,4,30
3757179,2,0001F-7025F,Performance measurement,7010F-7025F,Patient history,F,6546,15,5,71
12756901,2,0256T-0259T,Performance measurement,0001F-0015F,Structural Measures,F,5097,15,3,58
544278,3,0001F-7025F,Performance measurement,4000F-4306F,Follow-up or other outcomes,F,7010,377,3,16
12605292,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,7010,3493,4,16
9902114,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,2969,15,4,95
3861825,2,0256T-0259T,Performance measurement,1000F-1220F,Composite measures,T,7010,15,4,16
1801650,3,0001F-7025F,Performance measurement,4000F-4306F,Patient history,F,7010,3169,5,16
10441507,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,5645,4,41
11351318,2,0001F-7025F,Emerging technology,0256T-0259T,Temporary codes,F,7010,15,5,16
10081458,2,0001F-7025F,Performance measurement,6005F-6045F,Physical examination,F,7010,15,4,26
7199569,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,T,7010,15,5,47
11960371,3,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,4,53
4989143,2,0001F-7025F,Emerging technology,6005F-6045F,Temporary codes,F,1,5180,4,22
9444304,3,0001F-7025F,Performance measurement,4000F-4306F,"Therapeutic, preventive or other interventions",F,6847,15,3,23
14988942,2,0001F-7025F,Performance measurement,0001F-0015F,Diagnostic/screening processes or results,F,7010,15,4,16
16334435,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,7010,15,4,61
14401811,2,0001F-7025F,Performance measurement,7010F-7025F,Follow-up or other outcomes,T,7010,15,4,67
13088315,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,15,3,73
5544321,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,4093,15,4,16
4092139,2,0001F-7025F,Emerging technology,1000F-1220F,Patient management,F,7010,4167,4,87
6899341,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,F,2313,15,3,86
6599598,2,0001F-7025F,Performance measurement,4000F-4306F,Patient safety,F,7010,15,4,16
9679192,2,0256T-0259T,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,T,6019,15,1,21
1499419,2,0001F-7025F,Performance measurement,5005F-5100F,Composite measures,T,7010,230,4,16
8672178,2,0001F-7025F,Performance measurement,0016T-0207T,Patient safety,T,3054,15,5,46
10021152,2,0001F-7025F,Emerging technology,0500F-0575F,"Therapeutic, preventive or other interventions",F,7010,2162,1,16
9767688,2,0001F-7025F,Emerging technology,7010F-7025F,Temporary codes,F,7010,15,3,16
13577985,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,6176,15,4,51
5382952,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,7010,15,5,16
11350270,2,0001F-7025F,Performance measurement,2000F-2050F,Follow-up or other outcomes,T,7010,15,1,47
13442853,2,0001F-7025F,Emerging technology,5005F-5100F,Temporary codes,F,3443,15,3,16
5219891,2,0001F-7025F,Performance measurement,3006F-3573F,Temporary codes,F,1,4681,3,16
14375533,2,0256T-0259T,Performance measurement,4000F-4306F,Structural Measures,F,4894,15,5,16
10020534,2,0001F-7025F,Performance measurement,2000F-2050F,Patient history,F,5841,442,4,116
11612467,3,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,T,4101,15,4,16
597505,2,0001F-7025F,Performance measurement,0001F-0015F,Physical examination,F,7010,15,4,110
13999455,2,0001F-7025F,Performance measurement,5005F-5100F,Composite measures,T,1,2458,4,21
9388006,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,T,1102,141,5,30
14564836,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,6004,174,5,87
8697357,2,0256T-0259T,Performance measurement,6005F-6045F,Physical examination,F,6094,15,5,28
9787389,2,0001F-7025F,Emerging technology,2000F-2050F,Physical examination,F,3688,895,5,25
6915035,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,15,4,16
2943062,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,1868,15,3,26
12787140,2,0001F-7025F,Performance measurement,1000F-1220F,Composite measures,T,4607,15,4,16
3428104,2,0001F-7025F,Performance measurement,0500F-0575F,Follow-up or other outcomes,F,7010,997,5,16
9233683,3,0016T-0207T,Emerging technology,0016T-0207T,Patient safety,F,7010,15,4,46
9333410,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,F,6803,15,4,51
9006322,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,F,6858,15,5,52
7444834,2,0016T-0207T,Performance measurement,0016T-0207T,Patient safety,F,7010,757,4,16
5950279,2,0001F-7025F,Performance measurement,0001F-0015F,Patient safety,T,6139,15,4,52
724158,2,0001F-7025F,Performance measurement,0256T-0259T,Physical examination,F,7010,15,3,37
775870,2,0016T-0207T,Emerging technology,0256T-0259T,Patient safety,F,2891,15,4,22
15455061,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,T,3985,4004,4,32
6329716,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,7010,15,5,37
7893351,2,0001F-7025F,Performance measurement,0016T-0207T,Diagnostic/screening processes or results,F,7010,15,1,16
805870,2,0001F-7025F,Performance measurement,6005F-6045F,Structural Measures,T,5430,15,4,33
5354298,2,0256T-0259T,Performance measurement,0016T-0207T,Physical examination,F,7010,15,3,16
9580101,2,0256T-0259T,Performance measurement,1000F-1220F,Temporary codes,F,4107,2729,4,16
12842590,3,0256T-0259T,Emerging technology,1000F-1220F,"Therapeutic, preventive or other interventions",F,3607,1200,4,35
5439094,2,0016T-0207T,Performance measurement,7010F-7025F,Physical examination,T,7010,2774,5,16
11907458,2,0001F-7025F,Performance measurement,0500F-0575F,Diagnostic/screening processes or results,F,7010,15,3,118
8946326,2,0001F-7025F,Performance measurement,4000F-4306F,Structural Measures,F,7010,15,5,16
3964262,2,0001F-7025F,Performance measurement,0500F-0575F,Physical examination,F,4051,884,4,16
2801400,2,0001F-7025F,Performance measurement,4000F-4306F,Patient safety,F,7010,15,5,16
5600251,3,0001F-7025F,Performance measurement,6005F-6045F,"Therapeutic, preventive or other interventions",F,7010,15,4,122
10161066,2,0001F-7025F,Performance measurement,4000F-4306F,"Therapeutic, preventive or other interventions",F,7010,1039,4,44
4299629,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,6764,15,4,73
14785080,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,4176,15,3,122
10243125,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,6051,1452,4,32
9000483,2,0001F-7025F,Performance measurement,3006F-3573F,Temporary codes,F,7010,2942,1,16
13829838,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,7010,15,4,16
5483828,3,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,4647,1,16
11619114,2,0256T-0259T,Performance measurement,0001F-0015F,Patient safety,F,7010,591,4,53
13101857,2,0001F-7025F,Performance measurement,0016T-0207T,Follow-up or other outcomes,F,7010,15,5,16
23666,2,0001F-7025F,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",T,1847,2170,4,16
5135640,2,0001F-7025F,Performance measurement,3006F-3573F,Patient history,F,7010,2045,4,64
15724921,2,0001F-7025F,Performance measurement,1000F-1220F,Patient history,F,7010,3867,3,30
1953867,2,0256T-0259T,Performance measurement,5005F-5100F,Temporary codes,T,5045,15,4,38
1608546,2,0001F-7025F,Performance measurement,7010F-7025F,Diagnostic/screening processes or results,T,7010,2758,5,16
6593588,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,1,3282,5,16
2016840,2,0001F-7025F,Emerging technology,2000F-2050F,Temporary codes,F,7003,3859,1,16
2356386,2,0001F-7025F,Performance measurement,2000F-2050F,Follow-up or other outcomes,F,7010,15,5,16
11861985,2,0001F-7025F,Performance measurement,4000F-4306F,Composite measures,F,7010,4962,4,21
6694267,2,0001F-7025F,Performance measurement,4000F-4306F,Patient safety,F,7010,1202,3,24
7703751,2,0001F-7025F,Emerging technology,0016T-0207T,Composite measures,F,6868,15,4,16
5837322,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,F,3034,15,5,72
5729603,2,0256T-0259T,Performance measurement,0016T-0207T,Structural Measures,T,7010,15,5,16
2547235,2,0016T-0207T,Performance measurement,4000F-4306F,Diagnostic/screening processes or results,F,1637,1009,4,112
8892163,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,7010,15,5,16
13084687,3,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,7010,15,5,28
8465686,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,5818,6133,4,16
302679,2,0001F-7025F,Performance measurement,2000F-2050F,Structural Measures,T,1655,15,5,16
15193096,2,0001F-7025F,Performance measurement,7010F-7025F,"Therapeutic, preventive or other interventions",F,7010,15,4,16
16692588,3,0001F-7025F,Performance measurement,0256T-0259T,Physical examination,F,5128,510,3,119
6018314,2,0001F-7025F,Performance measurement,0016T-0207T,Patient history,F,533,677,3,16
6666426,2,0016T-0207T,Performance measurement,1000F-1220F,Temporary codes,F,4349,15,3,16
285839,2,0001F-7025F,Performance measurement,6005F-6045F,Diagnostic/screening processes or results,T,2440,15,5,23
12993229,2,0001F-7025F,Performance measurement,0001F-0015F,Composite measures,F,7010,15,4,57
6531240,2,0001F-7025F,Emerging technology,0500F-0575F,Follow-up or other outcomes,F,6663,15,4,29
14153043,2,0001F-7025F,Performance measurement,5005F-5100F,Follow-up or other outcomes,F,6073,15,1,32
481439,2,0001F-7025F,Performance measurement,0256T-0259T,"Therapeutic, preventive or other interventions",F,7010,15,4,46
10226753,2,0001F-7025F,Emerging technology,4000F-4306F,Patient safety,F,5255,15,3,26
14244577,2,0001F-7025F,Emerging technology,0001F-0015F,Diagnostic/screening processes or results,F,7010,15,4,16
551195,2,0016T-0207T,Performance measurement,7010F-7025F,Patient history,F,3990,15,3,53
8487324,2,0001F-7025F,Performance measurement,6005F-6045F,Patient history,T,5846,3108,3,72
12884233,2,0001F-7025F,Performance measurement,5005F-5100F,"Therapeutic, preventive or other interventions",T,6047,168,3,95
4339666,2,0001F-7025F,Performance measurement,0001F-0015F,Patient safety,T,6147,15,4,40
14271998,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,7010,15,4,16
15305237,2,0001F-7025F,Emerging technology,0256T-0259T,Follow-up or other outcomes,F,2943,15,4,16
4630283,2,0001F-7025F,Performance measurement,0016T-0207T,Patient management,F,726,15,4,16
2972923,2,0256T-0259T,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,1,15,1,16
4316000,2,0001F-7025F,Performance measurement,0001F-0015F,Physical examination,F,2320,15,1,16
12282307,2,0256T-0259T,Performance measurement,1000F-1220F,Patient management,F,7010,15,4,64
11773830,2,0001F-7025F,Emerging technology,0500F-0575F,"Therapeutic, preventive or other interventions",F,1307,2401,4,99
7514786,2,0016T-0207T,Emerging technology,0016T-0207T,Diagnostic/screening processes or results,T,7010,150,4,34
5052297,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,5966,160,4,16
5455597,2,0001F-7025F,Emerging technology,0016T-0207T,Patient history,T,331,830,4,78
16743524,3,0016T-0207T,Performance measurement,1000F-1220F,Physical examination,F,7010,104,5,16
5717247,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,F,3754,15,4,42
10623700,2,0256T-0259T,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",T,7010,15,4,16
1158227,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,6311,15,5,16
7425825,2,0001F-7025F,Performance measurement,0256T-0259T,Patient safety,F,7010,15,3,16
10168012,2,0001F-7025F,Emerging technology,0001F-0015F,Physical examination,F,7010,2627,4,19
12135735,2,0256T-0259T,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,7010,15,4,16
10750638,2,0001F-7025F,Performance measurement,2000F-2050F,Patient management,F,7010,15,4,86
2419897,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,7010,15,4,16
2669619,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,5666,2333,4,47
11320499,3,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,4765,15,5,16
5735546,2,0001F-7025F,Emerging technology,0256T-0259T,"Therapeutic, preventive or other interventions",F,7010,15,3,33
5574324,2,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,T,7010,3404,4,16
3424479,2,0001F-7025F,Emerging technology,0016T-0207T,Temporary codes,F,6278,15,4,60
11290710,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,T,7010,15,4,16
772597,2,0001F-7025F,Emerging technology,0016T-0207T,"Therapeutic, preventive or other interventions",F,3334,475,5,16
13110696,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,F,6990,15,4,16
14710412,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,6000,233,4,16
5191664,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,7010,15,4,24
8372328,2,0016T-0207T,Performance measurement,0256T-0259T,Temporary codes,F,7010,5811,4,16
7530781,2,0256T-0259T,Emerging technology,0016T-0207T,"Therapeutic, preventive or other interventions",F,3229,3119,4,29
14974550,2,0001F-7025F,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",F,1,15,4,16
2845307,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,7010,2658,4,55
4287176,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,5304,3252,4,24
5065217,2,0001F-7025F,Performance measurement,1000F-1220F,Patient history,T,5271,15,4,16
3653782,2,0001F-7025F,Performance measurement,0016T-0207T,Patient safety,F,1,15,5,90
7961434,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,7010,15,4,69
5576743,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,1401,4992,3,16
10408206,2,0001F-7025F,Performance measurement,6005F-6045F,Structural Measures,F,7010,15,4,16
14305545,2,0016T-0207T,Performance measurement,7010F-7025F,Physical examination,T,7010,15,5,16
13444571,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,7010,15,4,82
6255725,2,0001F-7025F,Performance measurement,7010F-7025F,Structural Measures,T,1,2866,1,77
10612049,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,7010,2195,3,40
1345346,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,F,6600,1385,1,38
6496721,2,0001F-7025F,Emerging technology,7010F-7025F,Temporary codes,F,7010,15,4,85
12830621,2,0001F-7025F,Performance measurement,6005F-6045F,Diagnostic/screening processes or results,F,5452,15,4,16
9629679,2,0016T-0207T,Performance measurement,0500F-0575F,Physical examination,F,4217,15,4,109
788066,2,0001F-7025F,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",F,7010,15,4,16
9018959,2,0001F-7025F,Performance measurement,5005F-5100F,Composite measures,F,5920,1653,3,16
10726779,2,0001F-7025F,Performance measurement,0001F-0015F,Diagnostic/screening processes or results,F,3508,15,1,16
7231657,2,0001F-7025F,Performance measurement,2000F-2050F,Diagnostic/screening processes or results,F,3803,15,3,16
8156604,2,0001F-7025F,Performance measurement,2000F-2050F,Patient history,F,7010,15,4,16
42321,2,0001F-7025F,Performance measurement,7010F-7025F,Physical examination,T,7010,15,5,19
1563964,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,F,4869,15,5,16
8104777,2,0001F-7025F,Performance measurement,2000F-2050F,Composite measures,F,7010,15,1,16
6288699,2,0001F-7025F,Performance measurement,6005F-6045F,Composite measures,F,7010,15,4,16
9989970,2,0001F-7025F,Performance measurement,0500F-0575F,Patient history,F,7010,15,4,20
11390553,2,0001F-7025F,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,F,7010,15,4,16
13426858,2,0256T-0259T,Performance measurement,1000F-1220F,Temporary codes,F,7010,3785,3,16
1996447,2,0001F-7025F,Performance measurement,1000F-1220F,Follow-up or other outcomes,F,7010,15,4,122
16406611,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,4330,2463,4,71
6117973,2,0001F-7025F,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",F,7010,439,5,19
4565862,2,0001F-7025F,Emerging technology,7010F-7025F,Temporary codes,F,7010,15,5,16
13288243,2,0001F-7025F,Performance measurement,0500F-0575F,Patient safety,F,7010,5495,3,84
15668631,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,990,15,3,16
15990721,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,421,15,5,121
3536073,2,0001F-7025F,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,6995,2928,5,16
14995632,2,0001F-7025F,Performance measurement,0500F-0575F,Follow-up or other outcomes,F,1,3330,4,16
12904215,3,0016T-0207T,Performance measurement,6005F-6045F,Temporary codes,F,7010,15,3,24
4327464,2,0016T-0207T,Performance measurement,0500F-0575F,Patient safety,F,1989,15,5,35
8718988,2,0001F-7025F,Performance measurement,0500F-0575F,Physical examination,F,7010,3439,4,116
16320756,2,0001F-7025F,Emerging technology,0256T-0259T,Diagnostic/screening processes or results,T,7010,898,5,22
10574802,2,0256T-0259T,Performance measurement,2000F-2050F,Composite measures,F,4777,15,4,16
4384225,2,0256T-0259T,Performance measurement,0001F-0015F,"Therapeutic, preventive or other interventions",F,7010,15,5,16
2421694,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,3965,2814,4,16
5436362,2,0001F-7025F,Emerging technology,6005F-6045F,Patient safety,F,7010,15,4,63
13691487,2,0016T-0207T,Performance measurement,1000F-1220F,Composite measures,F,7010,15,4,58
7946847,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,5968,15,5,16
15446343,2,0001F-7025F,Performance measurement,7010F-7025F,Patient history,F,5818,15,5,33
4551940,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,3846,15,4,84
1535097,2,0001F-7025F,Emerging technology,6005F-6045F,Temporary codes,T,3821,524,4,16
6474222,2,0001F-7025F,Performance measurement,3006F-3573F,Diagnostic/screening processes or results,F,4366,15,4,31
10209938,2,0016T-0207T,Emerging technology,0256T-0259T,Physical examination,F,4836,15,1,50
4962017,2,0001F-7025F,Performance measurement,5005F-5100F,Follow-up or other outcomes,F,6853,629,5,16
760730,2,0001F-7025F,Performance measurement,0256T-0259T,Composite measures,F,1,15,5,25
9266275,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,T,7010,15,4,62
8958135,2,0001F-7025F,Performance measurement,0500F-0575F,Patient safety,F,7010,15,4,16
2907928,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,T,7010,2109,5,16
4919266,2,0001F-7025F,Performance measurement,0001F-0015F,Temporary codes,F,4863,15,4,52
4400402,2,0016T-0207T,Performance measurement,6005F-6045F,Patient history,F,221,5363,1,49
15780871,2,0001F-7025F,Performance measurement,1000F-1220F,Diagnostic/screening processes or results,F,7010,15,4,48
1893038,2,0001F-7025F,Performance measurement,0256T-0259T,Patient management,F,5969,15,3,16
15949891,2,0001F-7025F,Performance measurement,3006F-3573F,Patient history,T,7010,1128,3,122
12379339,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,5757,1633,4,54
6393334,2,0001F-7025F,Performance measurement,2000F-2050F,Patient management,F,7010,15,3,16
15523228,2,0001F-7025F,Performance measurement,7010F-7025F,Physical examination,F,3981,15,4,16
1611376,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,5530,15,4,16
6196781,2,0016T-0207T,Emerging technology,2000F-2050F,Temporary codes,F,5771,15,5,44
16656686,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,F,7010,15,4,16
1797764,2,0001F-7025F,Performance measurement,0256T-0259T,Patient history,F,7010,549,4,16
3486199,2,0001F-7025F,Performance measurement,1000F-1220F,Patient safety,T,6702,15,4,16
9068899,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,T,3500,15,4,16
3325245,2,0001F-7025F,Performance measurement,6005F-6045F,Temporary codes,F,4670,2279,4,24
7716661,3,0001F-7025F,Performance measurement,1000F-1220F,Temporary codes,F,7010,4495,4,82
13540365,2,0001F-7025F,Performance measurement,2000F-2050F,Physical examination,F,6632,15,5,16
1693041,2,0001F-7025F,Performance measurement,3006F-3573F,Follow-up or other outcomes,F,7010,469,2,16
14285688,2,0001F-7025F,Performance measurement,6005F-6045F,Diagnostic/screening processes or results,F,4651,2895,4,16
675442,2,0256T-0259T,Performance measurement,0256T-0259T,Diagnostic/screening processes or results,T,4908,15,2,19
10625069,2,0001F-7025F,Performance measurement,4000F-4306F,Patient history,F,7010,1528,4,16
13804010,2,0001F-7025F,Performance measurement,2000F-2050F,Patient management,F,6611,3852,3,16
15050674,2,0001F-7025F,Performance measurement,1000F-1220F,Patient history,F,7010,15,4,71
4220358,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,F,7010,3805,4,79
4609035,2,0001F-7025F,Performance measurement,0500F-0575F,Composite measures,F,7010,15,3,30
10883409,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,T,6233,1741,4,27
8077225,2,0016T-0207T,Performance measurement,1000F-1220F,Physical examination,T,6874,4002,4,16
11252020,3,0001F-7025F,Performance measurement,0016T-0207T,Temporary codes,F,4330,15,4,84
3651852,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,4401,15,3,77
10093565,2,0256T-0259T,Performance measurement,5005F-5100F,Patient safety,T,2629,15,5,16
16465606,2,0001F-7025F,Emerging technology,7010F-7025F,Physical examination,F,3056,15,1,16
11832908,2,0001F-7025F,Performance measurement,0016T-0207T,Physical examination,F,3208,15,1,16
8340378,2,0001F-7025F,Emerging technology,3006F-3573F,Patient safety,F,7010,7025,4,16
16457851,2,0001F-7025F,Performance measurement,0500F-0575F,Structural Measures,F,5333,15,3,27
11322956,3,0256T-0259T,Performance measurement,5005F-5100F,Follow-up or other outcomes,F,4136,15,3,17
12329277,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,7010,15,5,16
13355095,2,0001F-7025F,Emerging technology,0256T-0259T,Patient management,F,7010,4013,5,71
16132578,2,0001F-7025F,Performance measurement,2000F-2050F,Follow-up or other outcomes,F,7010,3704,5,114
11700388,2,0001F-7025F,Performance measurement,4000F-4306F,Patient history,F,7010,15,4,16
2060659,2,0001F-7025F,Emerging technology,0256T-0259T,Structural Measures,F,1,15,4,19
4412094,2,0001F-7025F,Performance measurement,7010F-7025F,Structural Measures,F,439,15,4,16
6807226,2,0001F-7025F,Emerging technology,2000F-2050F,Composite measures,T,7010,15,4,16
1213148,2,0256T-0259T,Performance measurement,4000F-4306F,Composite measures,F,7010,15,3,122
4256632,3,0001F-7025F,Emerging technology,6005F-6045F,Patient management,F,7010,15,3,16
3345949,2,0256T-0259T,Performance measurement,2000F-2050F,"Therapeutic, preventive or other interventions",F,2859,15,3,16
12987685,2,0001F-7025F,Emerging technology,0256T-0259T,Diagnostic/screening processes or results,F,717,15,5,40
7647389,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,1,3188,3,53
2536727,2,0001F-7025F,Performance measurement,0500F-0575F,Physical examination,T,7010,15,5,16
9760892,2,0016T-0207T,Performance measurement,2000F-2050F,Temporary codes,F,2531,951,5,24
654952,2,0001F-7025F,Emerging technology,1000F-1220F,Physical examination,F,7010,15,4,34
16707389,2,0001F-7025F,Emerging technology,6005F-6045F,Temporary codes,F,7010,15,4,42
12572415,2,0001F-7025F,Performance measurement,4000F-4306F,Structural Measures,F,6060,15,3,16
10165097,2,0001F-7025F,Performance measurement,0256T-0259T,Temporary codes,F,7010,15,4,56
12845641,2,0016T-0207T,Emerging technology,0256T-0259T,Follow-up or other outcomes,F,2485,15,3,16
7254873,2,0001F-7025F,Performance measurement,1000F-1220F,Temporary codes,F,7010,1806,4,41
3926936,2,0001F-7025F,Performance measurement,0016T-0207T,Patient history,F,5594,15,4,86
14496813,2,0001F-7025F,Performance measurement,4000F-4306F,Follow-up or other outcomes,F,5880,15,3,16
4938330,2,0001F-7025F,Performance measurement,0001F-0015F,Patient history,F,7010,15,4,16
5345988,2,0001F-7025F,Emerging technology,6005F-6045F,Composite measures,F,7010,3124,4,17
15977113,2,0001F-7025F,Emerging technology,7010F-7025F,Diagnostic/screening processes or results,F,7010,15,4,30
4035340,3,0001F-7025F,Emerging technology,1000F-1220F,Composite measures,T,7010,3970,4,16
6984597,2,0001F-7025F,Performance measurement,0256T-0259T,Structural Measures,T,7010,687,4,28
7176906,2,0001F-7025F,Performance measurement,5005F-5100F,Patient history,F,672,1299,3,16
12996017,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,4911,616,5,75
14462895,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,5168,5742,5,59
14287357,2,0001F-7025F,Performance measurement,7010F-7025F,Diagnostic/screening processes or results,F,3252,3842,1,82
327361,2,0001F-7025F,Performance measurement,0016T-0207T,"Therapeutic, preventive or other interventions",F,7010,15,5,118
14381078,2,0256T-0259T,Performance measurement,2000F-2050F,Composite measures,F,2863,15,5,16
5855606,2,0001F-7025F,Performance measurement,0001F-0015F,Patient history,F,7010,15,5,22
16469199,3,0001F-7025F,Performance measurement,1000F-1220F,Patient history,F,7010,2827,3,58
10622583,2,0001F-7025F,Performance measurement,7010F-7025F,Temporary codes,T,5876,793,5,70
4035360,2,0001F-7025F,Performance measurement,4000F-4306F,Temporary codes,F,3616,4931,3,36
10434903,2,0001F-7025F,Performance measurement,1000F-1220F,Diagnostic/screening processes or results,F,7010,15,1,16
4410964,2,0001F-7025F,Performance measurement,2000F-2050F,Patient history,T,3191,15,3,66
111243,2,0001F-7025F,Performance measurement,0256T-0259T,Follow-up or other outcomes,F,7010,3483,4,16
16729708,2,0256T-0259T,Performance measurement,4000F-4306F,Temporary codes,F,1589,15,3,51
7791011,2,0001F-7025F,Performance measurement,2000F-2050F,Follow-up or other outcomes,F,1732,15,4,16
16696456,2,0001F-7025F,Performance measurement,5005F-5100F,Temporary codes,F,6834,5067,4,41
173370,2,0001F-7025F,Performance measurement,0256T-0259T,"Therapeutic, preventive or other interventions",F,5248,602,3,61
6617794,2,0001F-7025F,Performance measurement,0500F-0575F,Temporary codes,T,7010,15,5,16
7731111,2,0001F-7025F,Performance measurement,7010F-7025F,Patient safety,F,7010,15,5,54
16424320,2,0001F-7025F,Emerging technology,6005F-6045F,Patient history,F,6647,886,3,84
10886847,2,0001F-7025F,Performance measurement,0016T-0207T,Follow-up or other outcomes,F,7010,15,1,22
10132289,2,0001F-7025F,Performance measurement,2000F-2050F,Temporary codes,F,5681,3503,4,38
